Section,X,Y,Z
Section-{8},19.37,48.95,0
Section-{8},12.91,35.8,0
Section-{8},18.86,49.28,0
Section-{8},25.51,40.94,0
Section-{8},60.28,58,0
Section-{8},21.57,47.03,0
Section-{8},25.28,41.35,0
Section-{8},7.8,48.2,0
Section-{8},9.33,49.01,0
Section-{8},5.98,38.6,0
Section-{8},10.94,35.09,0
Section-{8},12.36,35.49,0
Section-{8},60.75,57.75,0
Section-{8},21.46,47.68,0
Section-{8},21.42,47.25,0
Section-{8},21.18,47.45,0
Section-{8},20.39,48.06,0
Section-{8},18.5,48.78,0
Section-{8},22.17,47.35,0
Section-{8},14.68,39.52,0
Section-{8},59.09,59.45,0
Section-{8},21.02,47.3,0
Section-{8},21.26,47.1,0
Section-{8},7.01,36.51,0
Section-{8},21.93,46.75,0
Section-{8},7.2,36.31,0
Section-{8},21.81,46.79,0
Section-{8},14.33,38.08,0
Section-{8},18.46,49.55,0
Section-{8},59.41,58.98,0
Section-{8},21.1,47.18,0
Section-{8},24.65,43.52,0
Section-{8},11.46,35.28,0
Section-{8},20.67,48.57,0
Section-{8},21.22,47.32,0
Section-{8},20.91,48.02,0
Section-{8},25.51,38.98,0
Section-{8},25.51,40.73,0
Section-{8},21.93,38.13,0
Section-{8},25.51,40.78,0
Section-{8},25.47,41.12,0
Section-{8},6.5,41.64,0
Section-{8},61.34,57.04,0
Section-{8},14.49,38.65,0
Section-{8},58.39,61.97,0
Section-{8},60.91,57.45,0
Section-{8},11.89,35.28,0
Section-{8},59.61,59.08,0
Section-{8},14.13,37.24,0
Section-{8},19.37,48.23,0
Section-{8},21.14,47.35,0
Section-{8},20.75,47.64,0
Section-{8},5.91,39.53,0
Section-{8},12.24,35.43,0
Section-{8},61.22,57.22,0
Section-{8},18.27,49.02,0
Section-{8},18.35,48.83,0
Section-{8},18.66,48.59,0
Section-{8},21.73,46.91,0
Section-{8},18.5,48.71,0
Section-{8},19.92,48.08,0
Section-{8},19.13,48.9,0
Section-{8},24.72,42.5,0
Section-{8},60.67,57.65,0
Section-{8},58.82,60.51,0
Section-{8},21.06,47.98,0
Section-{8},24.76,43.12,0
Section-{8},20.2,48.17,0
Section-{8},18.54,49.24,0
Section-{8},61.73,56.88,0
Section-{8},58.82,59.83,0
Section-{8},24.29,38.16,0
Section-{8},24.88,41.85,0
Section-{8},17.8,49.45,0
Section-{8},20.39,47.76,0
Section-{8},12.01,35.31,0
Section-{8},19.13,48.53,0
Section-{8},19.02,48.93,0
Section-{8},24.49,43.53,0
Section-{8},20.39,47.66,0
Section-{8},9.13,35.22,0
Section-{8},58.46,61.45,0
Section-{8},21.97,47.47,0
Section-{8},18.46,49.3,0
Section-{8},58.39,62.07,0
Section-{8},22.44,46.49,0
Section-{8},25.24,41.39,0
Section-{8},24.61,43.46,0
Section-{8},20.08,47.83,0
Section-{8},8.7,35.37,0
Section-{8},24.53,43.35,0
Section-{8},19.57,48.72,0
Section-{8},6.34,37.53,0
Section-{8},24.41,43.53,0
Section-{8},20.39,48.21,0
Section-{8},19.57,48.57,0
Section-{8},13.43,36.24,0
Section-{8},6.69,36.92,0
Section-{8},24.68,43.56,0
Section-{8},21.06,47.45,0
Section-{8},22.17,46.63,0
Section-{8},24.72,42.27,0
Section-{8},20.2,47.83,0
Section-{8},10.59,49.69,0
Section-{8},19.49,48.73,0
Section-{8},18.82,49.09,0
Section-{8},59.05,59.63,0
Section-{8},20.43,47.86,0
Section-{8},59.09,59.94,0
Section-{8},20.04,48.05,0
Section-{8},23.39,38.18,0
Section-{8},17.32,49.71,0
Section-{8},20.94,47.3,0
Section-{8},25.51,38.78,0
Section-{8},18.15,49.25,0
Section-{8},6.97,47.85,0
Section-{8},18.66,49.05,0
Section-{8},14.41,38.31,0
Section-{8},21.65,47.05,0
Section-{8},21.5,47.13,0
Section-{8},61.06,57.42,0
Section-{8},17.6,49.56,0
Section-{8},59.53,59.15,0
Section-{8},19.29,48.89,0
Section-{8},59.37,59.44,0
Section-{8},61.77,56.77,0
Section-{8},9.72,35.13,0
Section-{8},21.34,47.15,0
Section-{8},19.53,48.1,0
Section-{8},20.59,48.22,0
Section-{8},25.31,38.12,0
Section-{8},10.98,35.15,0
Section-{8},24.68,42.68,0
Section-{8},25.12,38.14,0
Section-{8},19.45,48.72,0
Section-{8},19.88,48.57,0
Section-{8},59.25,59.24,0
Section-{8},59.68,58.61,0
Section-{8},22.72,38.09,0
Section-{8},19.88,48.2,0
Section-{8},61.97,56.73,0
Section-{8},18.54,48.9,0
Section-{8},21.97,38.21,0
Section-{8},21.77,46.97,0
Section-{8},23.5,45.83,0
Section-{8},14.65,39.26,0
Section-{8},13.19,36.49,0
Section-{8},6.85,36.71,0
Section-{8},22.32,47.3,0
Section-{8},22.28,46.61,0
Section-{8},60.08,58.2,0
Section-{8},20.08,48.37,0
Section-{8},12.48,35.54,0
Section-{8},21.18,47.77,0
Section-{8},21.22,47.23,0
Section-{8},20.75,47.69,0
Section-{8},7.64,35.97,0
Section-{8},22.01,46.85,0
Section-{8},6.77,48.05,0
Section-{8},19.68,48.37,0
Section-{8},60.08,58.45,0
Section-{8},20.55,48.17,0
Section-{8},5,42.02,0
Section-{8},20.08,48.17,0
Section-{8},11.89,35.53,0
Section-{8},18.86,49.35,0
Section-{8},60.91,57.59,0
Section-{8},18.82,48.52,0
Section-{8},18.11,49.22,0
Section-{8},18.66,49.39,0
Section-{8},23.78,45.99,0
Section-{8},59.17,59.83,0
Section-{8},17.72,49.48,0
Section-{8},20.55,47.86,0
Section-{8},25.51,41.01,0
Section-{8},19.33,48.4,0
Section-{8},61.1,57.25,0
Section-{8},20.91,47.97,0
Section-{8},25.08,41.58,0
Section-{8},10.39,35.12,0
Section-{8},22.44,47.24,0
Section-{8},20.91,47.52,0
Section-{8},7.4,36.12,0
Section-{8},21.85,47.49,0
Section-{8},23.19,38.2,0
Section-{8},14.21,37.39,0
Section-{8},20.2,48.06,0
Section-{8},25.51,40.27,0
Section-{8},19.17,49.09,0
Section-{8},19.37,48.73,0
Section-{8},59.21,59.72,0
Section-{8},24.8,41.93,0
Section-{8},20.16,48.47,0
Section-{8},21.61,47.63,0
Section-{8},24.96,43.78,0
Section-{8},10.79,35.14,0
Section-{8},19.02,48.49,0
Section-{8},23.82,46.1,0
Section-{8},58.78,60.67,0
Section-{8},14.68,39.47,0
Section-{8},18.82,48.94,0
Section-{8},19.92,47.86,0
Section-{8},20.51,47.76,0
Section-{8},58.62,61.04,0
Section-{8},18.62,48.64,0
Section-{8},18.54,49.37,0
Section-{8},57.87,63.24,0
Section-{8},19.57,47.98,0
Section-{8},19.88,48.37,0
Section-{8},13.98,36.91,0
Section-{8},12.28,51.08,0
Section-{8},7.95,35.73,0
Section-{8},59.84,58.74,0
Section-{8},19.49,48.2,0
Section-{8},19.37,48.61,0
Section-{8},22.32,38.18,0
Section-{8},14.45,38.37,0
Section-{8},14.53,38.8,0
Section-{8},22.01,47.37,0
Section-{8},13.66,36.52,0
Section-{8},11.5,35.16,0
Section-{8},6.54,48.43,0
Section-{8},9.57,35.15,0
Section-{8},25.08,43.9,0
Section-{8},21.38,47.11,0
Section-{8},7.13,47.84,0
Section-{8},20.91,37.86,0
Section-{8},13.19,36,0
Section-{8},61.89,56.74,0
Section-{8},25.28,41.28,0
Section-{8},21.3,47.79,0
Section-{8},20.87,47.65,0
Section-{8},18.03,49.32,0
Section-{8},19.68,48.1,0
Section-{8},25.51,38.84,0
Section-{8},20.04,48,0
Section-{8},59.96,58.6,0
Section-{8},20.31,47.89,0
Section-{8},19.84,47.99,0
Section-{8},11.22,35.19,0
Section-{8},18.39,48.79,0
Section-{8},17.48,49.56,0
Section-{8},19.37,49,0
Section-{8},13.27,36.05,0
Section-{8},58.46,61.58,0
Section-{8},19.06,48.4,0
Section-{8},58.43,61.63,0
Section-{8},19.45,48.84,0
Section-{8},19.68,47.98,0
Section-{8},59.68,58.92,0
Section-{8},20.24,48.42,0
Section-{8},24.45,38.15,0
Section-{8},19.02,48.74,0
Section-{8},12.83,35.75,0
Section-{8},6.18,37.97,0
Section-{8},19.72,48.82,0
Section-{8},12.24,35.57,0
Section-{8},8.98,35.27,0
Section-{8},20.31,48.36,0
Section-{8},59.49,59.25,0
Section-{8},12.28,51.18,0
Section-{8},13.82,36.68,0
Section-{8},14.61,39.2,0
Section-{8},24.68,43.29,0
Section-{8},21.57,46.9,0
Section-{8},18.7,48.94,0
Section-{8},19.21,48.74,0
Section-{8},18.43,49.71,0
Section-{8},25.47,38.48,0
Section-{8},23.03,38.17,0
Section-{8},19.72,48.71,0
Section-{8},25,41.69,0
Section-{8},18.86,48.57,0
Section-{8},19.57,48.37,0
Section-{8},6.69,48.18,0
Section-{8},14.25,37.45,0
Section-{8},21.61,47.13,0
Section-{8},58.11,62.53,0
Section-{8},60.55,57.89,0
Section-{8},20.75,47.47,0
Section-{8},6.46,37.31,0
Section-{8},11.65,35.32,0
Section-{8},19.72,48.57,0
Section-{8},10,49.38,0
Section-{8},10.24,35.09,0
Section-{8},20.2,48.36,0
Section-{8},20.2,47.7,0
Section-{8},18.39,49.05,0
Section-{8},25.47,38.58,0
Section-{8},20.98,47.35,0
Section-{8},24.68,42.88,0
Section-{8},58.94,59.7,0
Section-{8},6.26,37.66,0
Section-{8},21.69,46.81,0
Section-{8},20.55,47.54,0
Section-{8},21.46,46.98,0
Section-{8},25.51,40.42,0
Section-{8},22.17,38.2,0
Section-{8},19.33,48.57,0
Section-{8},24.72,42.37,0
Section-{8},8.39,48.54,0
Section-{8},58.27,62.33,0
Section-{8},18.5,49.13,0
Section-{8},14.02,37,0
Section-{8},14.68,39.64,0
Section-{8},20.67,47.42,0
Section-{8},19.02,49.08,0
Section-{8},20.43,47.54,0
Section-{8},22.13,47.36,0
Section-{8},17.99,49.36,0
Section-{8},23.23,45.84,0
Section-{8},20.04,48.47,0
Section-{8},19.21,48.36,0
Section-{8},19.57,48.91,0
Section-{8},19.72,48.2,0
Section-{8},18.39,48.97,0
Section-{8},22.05,47.42,0
Section-{8},20.16,47.96,0
Section-{8},14.29,37.64,0
Section-{8},21.38,47.78,0
Section-{8},25.35,41.2,0
Section-{8},22.24,47.28,0
Section-{8},18.62,49.24,0
Section-{8},14.25,37.58,0
Section-{8},20.55,47.67,0
Section-{8},25.04,41.63,0
Section-{8},25.51,40.65,0
Section-{8},19.02,49.21,0
Section-{8},24.65,43.42,0
Section-{8},5.91,39.77,0
Section-{8},25.51,40.58,0
Section-{8},13.82,36.75,0
Section-{8},18.74,48.57,0
Section-{8},64.57,55.73,0
Section-{8},66.02,55.62,0
Section-{8},64.13,55.82,0
Section-{8},62.95,56.23,0
Section-{8},67.72,55.79,0
Section-{8},68.74,56.09,0
Section-{8},63.78,55.92,0
Section-{8},69.21,56.23,0
Section-{8},69.45,56.33,0
Section-{8},68.27,55.9,0
Section-{8},64.72,55.72,0
Section-{8},64.37,55.78,0
Section-{8},63.66,55.99,0
Section-{8},67.32,55.7,0
Section-{8},65.24,55.72,0
Section-{8},62.68,56.38,0
Section-{8},66.42,55.62,0
Section-{8},62.24,56.58,0
Section-{8},66.22,55.59,0
Section-{8},63.19,56.14,0
Section-{8},64.68,55.82,0
Section-{8},64.17,55.84,0
Section-{8},63.35,56.07,0
Section-{8},63.98,55.87,0
Section-{8},66.61,55.62,0
Section-{8},62.56,56.42,0
Section-{8},68.23,55.89,0
Section-{8},66.73,55.74,0
Section-{8},63.62,56.01,0
Section-{8},62.09,56.7,0
Section-{8},65.31,55.64,0
Section-{8},68.46,55.96,0
Section-{8},70.04,56.67,0
Section-{8},62.76,56.34,0
Section-{8},62.36,56.51,0
Section-{8},64.02,55.89,0
Section-{8},65.98,55.62,0
Section-{8},65.39,55.75,0
Section-{8},67.64,55.76,0
Section-{8},69.84,56.7,0
Section-{8},63.03,56.19,0
Section-{8},63.74,55.97,0
Section-{8},67.76,55.78,0
Section-{8},63.46,56.09,0
Section-{8},63.54,56.05,0
Section-{8},62.48,56.47,0
Section-{8},68.82,56.09,0
Section-{8},66.34,55.72,0
Section-{8},68.86,56.27,0
Section-{8},67.13,55.81,0
Section-{8},65.28,55.65,0
Section-{8},66.54,55.75,0
Section-{8},64.25,55.89,0
Section-{8},66.1,55.69,0
Section-{8},64.96,55.67,0
Section-{8},63.15,56.18,0
,,,
Section-{9},6.73,49.08,0
Section-{9},58.35,60.23,0
Section-{9},25.28,41.21,0
Section-{9},25.28,40.94,0
Section-{9},57.6,63.26,0
Section-{9},58.74,59.51,0
Section-{9},6.38,38.54,0
Section-{9},59.53,58.41,0
Section-{9},10.43,50.3,0
Section-{9},24.06,36.76,0
Section-{9},9.61,35.91,0
Section-{9},6.54,38.19,0
Section-{9},13.43,36.99,0
Section-{9},11.89,36.13,0
Section-{9},12.05,51.14,0
Section-{9},23.23,36.75,0
Section-{9},23.5,36.73,0
Section-{9},22.56,36.73,0
Section-{9},6.14,41.01,0
Section-{9},58.11,60.81,0
Section-{9},59.88,58,0
Section-{9},8.5,36.27,0
Section-{9},6.06,40.14,0
Section-{9},59.72,58.21,0
Section-{9},7.32,48.61,0
Section-{9},13.7,37.11,0
Section-{9},7.2,37.22,0
Section-{9},57.72,64.82,0
Section-{9},59.68,58.37,0
Section-{9},6.46,42.02,0
Section-{9},6.18,39.1,0
Section-{9},25.28,38.44,0
Section-{9},59.37,58.73,0
Section-{9},57.68,64.54,0
Section-{9},58.27,60.37,0
Section-{9},25.28,41.05,0
Section-{9},57.8,61.89,0
Section-{9},9.57,49.86,0
Section-{9},14.02,37.5,0
Section-{9},23.03,36.72,0
Section-{9},11.81,51.04,0
Section-{9},59.09,58.91,0
Section-{9},25.28,38.6,0
Section-{9},8.07,36.52,0
Section-{9},58.9,67.93,0
Section-{9},58.39,60.11,0
Section-{9},59.17,58.78,0
Section-{9},6.06,40.34,0
Section-{9},13.43,36.84,0
Section-{9},24.17,36.7,0
Section-{9},60.67,57.29,0
Section-{9},60.47,57.48,0
Section-{9},25.28,41.13,0
Section-{9},8.62,36.2,0
Section-{9},14.25,37.83,0
Section-{9},57.87,61.52,0
Section-{9},61.18,56.9,0
Section-{9},25.28,40.98,0
Section-{9},6.06,40.53,0
Section-{9},6.06,40.77,0
Section-{9},9.92,35.88,0
Section-{9},7.76,36.74,0
Section-{9},10.98,50.6,0
Section-{9},6.54,49.04,0
Section-{9},22.05,36.72,0
Section-{9},24.33,36.73,0
Section-{9},6.93,48.92,0
Section-{9},14.17,37.71,0
Section-{9},7.87,48.92,0
Section-{9},58.98,68.27,0
Section-{9},6.22,38.8,0
Section-{9},59.37,58.61,0
Section-{9},58.15,60.62,0
Section-{9},10.51,35.85,0
Section-{9},12.24,51.18,0
Section-{9},12.36,36.4,0
Section-{9},22.36,36.74,0
Section-{9},6.89,37.63,0
Section-{9},10.91,35.88,0
Section-{9},25.28,38.37,0
Section-{9},12.2,50.93,0
Section-{9},13.62,37.03,0
Section-{9},60.91,57.12,0
Section-{9},10.71,35.85,0
Section-{9},6.42,38.44,0
Section-{9},10.35,35.87,0
Section-{9},57.68,62.33,0
Section-{9},57.99,66,0
Section-{9},13.54,36.96,0
Section-{9},23.39,36.74,0
Section-{9},11.22,50.74,0
Section-{9},8.27,36.38,0
Section-{9},12.09,36.21,0
Section-{9},7.56,36.9,0
Section-{9},6.73,37.83,0
Section-{9},11.65,36.04,0
Section-{9},61.02,57.1,0
Section-{9},6.5,42.27,0
Section-{9},25.31,38.53,0
Section-{9},6.06,39.94,0
Section-{9},57.95,61.21,0
Section-{9},21.73,36.73,0
Section-{9},9.37,35.97,0
Section-{9},57.8,65.35,0
Section-{9},6.14,39.24,0
Section-{9},59.29,58.7,0
Section-{9},6.14,39.44,0
Section-{9},21.42,36.75,0
Section-{9},58.11,66.35,0
Section-{9},24.68,42.07,0
Section-{9},6.61,38.05,0
Section-{9},57.99,61.07,0
Section-{9},24.96,36.7,0
Section-{9},9.29,49.67,0
Section-{9},22.24,36.76,0
Section-{9},60.04,57.89,0
Section-{9},11.89,35.91,0
Section-{9},57.64,63.08,0
Section-{9},25.28,38.74,0
Section-{9},58.5,59.98,0
Section-{9},57.83,61.66,0
Section-{9},7.95,36.6,0
Section-{9},61.81,56.61,0
Section-{9},7.05,37.42,0
Section-{9},57.68,62.53,0
Section-{9},7.4,37.06,0
Section-{9},24.68,42.26,0
Section-{9},8.7,49.36,0
Section-{9},59.45,58.5,0
Section-{9},25.28,40.78,0
Section-{9},8.19,49.1,0
Section-{9},6.22,41.26,0
Section-{9},61.42,56.79,0
Section-{9},25.28,40.71,0
Section-{9},58.98,59.12,0
Section-{9},7.05,48.67,0
Section-{9},57.72,62.16,0
Section-{9},60.79,57.21,0
Section-{9},58.94,59.42,0
Section-{9},60.31,57.64,0
Section-{9},58.82,59.37,0
Section-{9},24.68,41.88,0
Section-{9},6.97,48.78,0
Section-{9},21.57,36.74,0
Section-{9},65.75,55.57,0
Section-{9},62.24,56.31,0
Section-{9},70.31,57.1,0
Section-{9},67.52,55.81,0
Section-{9},67.72,55.89,0
Section-{9},68.74,56.24,0
Section-{9},68.19,56.01,0
Section-{9},67.09,55.73,0
Section-{9},62.76,56.13,0
Section-{9},64.29,55.71,0
Section-{9},62.64,56.15,0
Section-{9},63.58,55.88,0
Section-{9},65.91,55.55,0
Section-{9},66.89,55.71,0
Section-{9},64.02,55.76,0
Section-{9},64.92,55.63,0
Section-{9},66.1,55.64,0
Section-{9},63.43,55.9,0
Section-{9},67.95,55.92,0
Section-{9},65.08,55.61,0
Section-{9},68.43,56.1,0
Section-{9},63.03,56.02,0
Section-{9},63.86,55.78,0
Section-{9},62.01,56.47,0
Section-{9},67.28,55.76,0
Section-{9},64.45,55.69,0
Section-{9},69.57,56.61,0
Section-{9},62.4,56.29,0
,,,
Section-{10},58.78,67.85,0
Section-{10},58.5,67.33,0
Section-{10},3.31,41.84,0
Section-{10},60.12,57.62,0
Section-{10},3.66,41.57,0
Section-{10},21.5,36.45,0
Section-{10},57.52,63.29,0
Section-{10},58.39,59.91,0
Section-{10},24.88,41.85,0
Section-{10},58.66,59.45,0
Section-{10},4.33,47.35,0
Section-{10},4.37,39.13,0
Section-{10},57.68,65.06,0
Section-{10},24.8,42.19,0
Section-{10},23.35,36.41,0
Section-{10},4.37,38.04,0
Section-{10},9.21,37.08,0
Section-{10},22.05,36.41,0
Section-{10},2.17,42.38,0
Section-{10},12.36,37.21,0
Section-{10},21.61,36.43,0
Section-{10},2.95,42.1,0
Section-{10},59.45,58.32,0
Section-{10},2.95,42.3,0
Section-{10},3.11,44.04,0
Section-{10},4.37,37.09,0
Section-{10},4.88,35.9,0
Section-{10},4.02,42.02,0
Section-{10},57.52,63.72,0
Section-{10},21.42,36.31,0
Section-{10},2.56,41.65,0
Section-{10},1.81,42.47,0
Section-{10},3.11,42.19,0
Section-{10},2.36,42.14,0
Section-{10},3.82,42,0
Section-{10},25.35,37.02,0
Section-{10},9.09,37.11,0
Section-{10},3.82,41.8,0
Section-{10},25.35,37.5,0
Section-{10},25.39,37.14,0
Section-{10},4.37,39.32,0
Section-{10},58.46,59.8,0
Section-{10},8.15,37.59,0
Section-{10},22.2,36.43,0
Section-{10},4.33,40.18,0
Section-{10},7.05,37.8,0
Section-{10},61.73,56.51,0
Section-{10},21.34,36.46,0
Section-{10},4.13,41.23,0
Section-{10},12.17,37.17,0
Section-{10},2.2,42.11,0
Section-{10},57.72,65.34,0
Section-{10},3.11,41.57,0
Section-{10},24.68,42.2,0
Section-{10},13.23,37.78,0
Section-{10},61.97,56.4,0
Section-{10},57.76,61.51,0
Section-{10},3.66,42.1,0
Section-{10},3.46,42.06,0
Section-{10},2.76,42.25,0
Section-{10},7.2,37.84,0
Section-{10},22.64,36.42,0
Section-{10},2.95,41.53,0
Section-{10},2.4,41.76,0
Section-{10},4.37,39.51,0
Section-{10},58.23,60.27,0
Section-{10},4.02,41.83,0
Section-{10},23.98,36.42,0
Section-{10},2.17,42.47,0
Section-{10},4.29,46.36,0
Section-{10},59.61,58.15,0
Section-{10},1.77,41.65,0
Section-{10},10.08,36.91,0
Section-{10},4.33,39.79,0
Section-{10},61.5,56.65,0
Section-{10},10.63,36.88,0
Section-{10},10.43,36.75,0
Section-{10},4.37,35.99,0
Section-{10},9.65,36.78,0
Section-{10},9.57,37,0
Section-{10},58.07,66.38,0
Section-{10},58.35,60.05,0
Section-{10},3.98,41.63,0
Section-{10},2.05,41.69,0
Section-{10},57.91,61.07,0
Section-{10},2.2,41.91,0
Section-{10},60.98,57.05,0
Section-{10},61.38,56.68,0
Section-{10},4.33,47.89,0
Section-{10},60.51,57.29,0
Section-{10},21.06,36.31,0
Section-{10},3.31,41.64,0
Section-{10},61.18,56.81,0
Section-{10},60.98,56.96,0
Section-{10},60.71,57.15,0
Section-{10},11.26,36.94,0
Section-{10},4.37,46.23,0
Section-{10},4.37,36.71,0
Section-{10},60.71,57.22,0
Section-{10},25.35,36.85,0
Section-{10},60.08,57.77,0
Section-{10},25.08,36.33,0
Section-{10},8.07,37.67,0
Section-{10},25.35,36.28,0
Section-{10},22.76,36.4,0
Section-{10},57.56,63.16,0
Section-{10},9.25,36.78,0
Section-{10},2.4,41.57,0
Section-{10},11.77,37.05,0
Section-{10},3.46,42.26,0
Section-{10},61.97,56.4,0
Section-{10},8.35,37.44,0
Section-{10},25.35,36.66,0
Section-{10},61.61,56.58,0
Section-{10},4.41,37.29,0
Section-{10},57.68,61.92,0
Section-{10},57.91,66.04,0
Section-{10},22.91,36.38,0
Section-{10},2.95,42.04,0
Section-{10},3.82,42.18,0
Section-{10},2.2,41.53,0
Section-{10},3.86,42.38,0
Section-{10},2.76,43.35,0
Section-{10},57.64,64.86,0
Section-{10},58.15,60.41,0
Section-{10},4.33,40.76,0
Section-{10},59.76,58.07,0
Section-{10},3.46,42.45,0
Section-{10},59.02,58.94,0
Section-{10},4.37,37.84,0
Section-{10},2.76,42.06,0
Section-{10},57.6,62.47,0
Section-{10},25.39,36.93,0
Section-{10},57.52,62.79,0
Section-{10},2.09,42.11,0
Section-{10},4.33,40.55,0
Section-{10},12.6,37.35,0
Section-{10},4.33,46.6,0
Section-{10},61.77,56.5,0
Section-{10},2.64,43.18,0
Section-{10},4.72,35.92,0
Section-{10},3.35,42.04,0
Section-{10},61.85,56.43,0
Section-{10},25.39,37.88,0
Section-{10},4.33,38.37,0
Section-{10},4.41,36.94,0
Section-{10},3.11,42.34,0
Section-{10},2.28,42.59,0
Section-{10},1.85,41.6,0
Section-{10},2.76,41.49,0
Section-{10},3.7,44.97,0
Section-{10},59.13,58.73,0
Section-{10},10.87,36.76,0
Section-{10},2.76,41.69,0
Section-{10},2.95,41.92,0
Section-{10},3.46,41.92,0
Section-{10},58.9,59.02,0
Section-{10},3.11,41.99,0
Section-{10},2.4,41.95,0
Section-{10},4.29,48.63,0
Section-{10},2.2,41.72,0
Section-{10},23.5,36.4,0
Section-{10},10.51,36.9,0
Section-{10},3.66,41.76,0
Section-{10},25.39,37.68,0
Section-{10},12.8,37.66,0
Section-{10},60.91,57.04,0
Section-{10},58.27,60.57,0
Section-{10},57.52,62.6,0
Section-{10},3.98,41.44,0
Section-{10},58.35,60.4,0
Section-{10},4.33,48.88,0
Section-{10},1.93,41.89,0
Section-{10},4.33,40.37,0
Section-{10},59.05,58.98,0
Section-{10},57.52,63.54,0
Section-{10},2.56,41.83,0
Section-{10},3.66,41.91,0
Section-{10},4.33,39.99,0
Section-{10},7.68,37.69,0
Section-{10},2.56,42.22,0
Section-{10},4.37,38.77,0
Section-{10},3.31,42.22,0
Section-{10},59.76,57.98,0
Section-{10},4.09,41.04,0
Section-{10},8.27,37.52,0
Section-{10},11.61,37.01,0
Section-{10},11.22,36.83,0
Section-{10},2.05,41.88,0
Section-{10},58.86,59.15,0
Section-{10},4.33,49.02,0
Section-{10},4.33,47.74,0
Section-{10},24.69,36.41,0
Section-{10},4.37,37.48,0
Section-{10},25.39,37.3,0
Section-{10},4.13,41.42,0
Section-{10},3.46,41.68,0
Section-{10},59.33,58.53,0
Section-{10},23.66,36.42,0
Section-{10},4.33,45.98,0
Section-{10},4.37,38.2,0
Section-{10},9.45,37.02,0
Section-{10},7.32,37.81,0
Section-{10},3.11,41.8,0
Section-{10},9.8,36.95,0
Section-{10},57.87,61.21,0
Section-{10},3.31,42.02,0
Section-{10},5.04,35.89,0
Section-{10},2.6,42.03,0
Section-{10},1.77,42.03,0
Section-{10},3.82,41.6,0
Section-{10},11.46,36.98,0
Section-{10},24.25,36.38,0
Section-{10},8.86,37.21,0
Section-{10},4.09,41.58,0
Section-{10},58.03,60.66,0
Section-{10},57.83,61.37,0
Section-{10},8.58,37.38,0
Section-{10},11.97,37.09,0
Section-{10},2.56,42.03,0
Section-{10},11.1,36.87,0
Section-{10},57.8,62.38,0
Section-{10},57.72,61.78,0
Section-{10},10.35,36.87,0
Section-{10},4.33,47.54,0
Section-{10},2.24,42.3,0
Section-{10},2.95,41.72,0
Section-{10},4.33,46.79,0
Section-{10},58.74,59.23,0
Section-{10},4.09,41.77,0
Section-{10},22.32,36.42,0
Section-{10},6.93,37.67,0
Section-{10},24.84,42.03,0
Section-{10},60.35,57.47,0
Section-{10},2.76,41.87,0
Section-{10},10.04,36.77,0
Section-{10},7.56,37.72,0
Section-{10},25.35,36.43,0
Section-{10},66.89,55.66,0
Section-{10},68.07,55.99,0
Section-{10},69.53,56.59,0
Section-{10},62.76,56.01,0
Section-{10},67.4,55.75,0
Section-{10},70.24,57.11,0
Section-{10},65.35,55.53,0
Section-{10},63.54,55.8,0
Section-{10},62.4,56.15,0
Section-{10},63.39,55.82,0
Section-{10},63.66,55.79,0
Section-{10},63.11,55.88,0
Section-{10},68.78,56.23,0
Section-{10},62.52,56.12,0
Section-{10},67.83,55.91,0
Section-{10},62.17,56.29,0
Section-{10},62.8,56.02,0
Section-{10},66.3,55.58,0
Section-{10},63.78,55.75,0
Section-{10},64.88,55.55,0
Section-{10},69.02,56.37,0
Section-{10},66.14,55.59,0
Section-{10},64.45,55.62,0
Section-{10},67.01,55.68,0
Section-{10},69.29,56.49,0
Section-{10},68.27,56.02,0
Section-{10},64.33,55.64,0
Section-{10},62.87,55.99,0
Section-{10},66.02,55.57,0
Section-{10},67.64,55.79,0
Section-{10},65.51,55.55,0
Section-{10},64.72,55.57,0
Section-{10},67.2,55.72,0
Section-{10},64.02,55.7,0
,,,
Section-{11},6.1,41.65,0
Section-{11},11.69,52.18,0
Section-{11},8.98,51.1,0
Section-{11},12.05,52.35,0
Section-{11},21.46,35.42,0
Section-{11},8.23,50.78,0
Section-{11},12.44,52.5,0
Section-{11},8.19,38.28,0
Section-{11},57.68,64.48,0
Section-{11},6.1,42,0
Section-{11},7.72,50.58,0
Section-{11},14.8,43.07,0
Section-{11},24.88,35.35,0
Section-{11},11.57,46.2,0
Section-{11},57.6,62.89,0
Section-{11},24.61,35.36,0
Section-{11},23.66,35.35,0
Section-{11},22.36,35.39,0
Section-{11},10.98,51.87,0
Section-{11},7.6,38.73,0
Section-{11},22.99,35.37,0
Section-{11},7.87,50.62,0
Section-{11},25.35,38.16,0
Section-{11},57.83,65.42,0
Section-{11},9.37,37.84,0
Section-{11},24.76,41.24,0
Section-{11},23.5,35.37,0
Section-{11},7.68,38.7,0
Section-{11},11.46,37.89,0
Section-{11},10.79,51.78,0
Section-{11},22.87,35.38,0
Section-{11},57.68,62.24,0
Section-{11},5.75,39.73,0
Section-{11},57.83,61.53,0
Section-{11},7.36,38.99,0
Section-{11},24.72,35.39,0
Section-{11},10.2,37.71,0
Section-{11},8.43,50.87,0
Section-{11},61.5,56.65,0
Section-{11},14.61,43.65,0
Section-{11},7.44,38.89,0
Section-{11},57.6,63.27,0
